"","organization","work_area","project","survey","site_id","date","sampling_bout","dive_supervisor","surveyor","hakai_id","sample_type","collected_start","collected_end","species","quantity","length_cm","estimated_quantity","quality_log","qc_flag_lengths","qc_flag_abunds","substrate","decimal_lat","decimal_long","end_transect_decimal_lat","end_transect_decimal_lon"
"1308","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7","2021-08-07",7,"faye,krystal","zach","MGFSH65302","fish","2021-08-07 10:36:00","2021-08-07 10:42:00","rockfish/copper",1,9,FALSE,"1: QCd by FM","AV","SVD","sand",51.67888847,"-128.1259801",51.6790564,"-128.1259781"
"1309","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7","2021-08-07",7,"faye,krystal","zach","MGFSH65304","fish","2021-08-07 10:36:00","2021-08-07 10:42:00","rockfish/copper",1,11,FALSE,"1: QCd by FM","AV","SVD","sand",51.67888847,"-128.1259801",51.6790564,"-128.1259781"
"1310","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7","2021-08-07",7,"faye,krystal","zach","MGFSH65303","fish","2021-08-07 10:36:00","2021-08-07 10:42:00","rockfish/copper",1,16,FALSE,"1: QCd by FM","AV","SVD","sand",51.67888847,"-128.1259801",51.6790564,"-128.1259781"
"1311","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7","2021-08-07",7,"faye,krystal","zach","MGFSH65306","fish","2021-08-07 10:36:00","2021-08-07 10:42:00","rockfish/copper",1,17,FALSE,"1: QCd by FM","AV","SVD","sand",51.67888847,"-128.1259801",51.6790564,"-128.1259781"
"1312","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7","2021-08-07",7,"faye,krystal","zach","MGFSH65305","fish","2021-08-07 10:36:00","2021-08-07 10:42:00","rockfish/copper",1,20,FALSE,"1: QCd by FM","AV","SVD","sand",51.67888847,"-128.1259801",51.6790564,"-128.1259781"
"1313","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7","2021-08-07",7,"faye,krystal","zach","MGFSH65307","fish","2021-08-07 10:36:00","2021-08-07 10:42:00","rockfish/copper",1,21,FALSE,"1: QCd by FM","AV","SVD","sand",51.67888847,"-128.1259801",51.6790564,"-128.1259781"
"1314","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7","2021-08-07",7,"faye,krystal","zach","MGFSH65316","fish","2021-08-07 10:36:00","2021-08-07 10:42:00","rockfish/cqb",3,4,FALSE,"1: QCd by FM","AV","AV","sand",51.67888847,"-128.1259801",51.6790564,"-128.1259781"
"1315","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7","2021-08-07",7,"faye,krystal","zach","MGFSH65315","fish","2021-08-07 10:36:00","2021-08-07 10:42:00","rockfish/cqb",5,5,FALSE,"1: QCd by FM","AV","AV","sand",51.67888847,"-128.1259801",51.6790564,"-128.1259781"
"1316","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2021-08-07",4,"faye,krystal","derek","MGFSH60059","fish","2021-08-07 13:42:00","2021-08-07 13:46:00","cod/pacific",1,10,FALSE,"1: QCd by FM","AV",NA,"sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"1317","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2021-08-07",4,"faye,krystal","derek","MGFSH60060","fish","2021-08-07 13:42:00","2021-08-07 13:46:00","perch/shiner",2,8,FALSE,"1: QCd by FM","AV","AV","sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"1318","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2021-08-07",4,"faye,krystal","derek","MGFSH60061","fish","2021-08-07 13:42:00","2021-08-07 13:46:00","perch/shiner",3,10,FALSE,"1: QCd by FM","AV","AV","sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"1319","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2021-08-07",4,"faye,krystal","derek","MGFSH60062","fish","2021-08-07 13:42:00","2021-08-07 13:46:00","rockfish/black-yellowtail_complex",1,4,FALSE,"1: QCd by FM","AV",NA,"sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"1320","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2021-08-07",4,"faye,krystal","derek","MGFSH60064","fish","2021-08-07 13:42:00","2021-08-07 13:46:00","rockfish/cqb",3,3,FALSE,"1: QCd by FM","AV","AV","sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"1321","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2021-08-07",4,"faye,krystal","derek","MGFSH60063","fish","2021-08-07 13:42:00","2021-08-07 13:46:00","rockfish/cqb",7,2,FALSE,"1: QCd by FM","AV","AV","sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"1322","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2021-08-07",4,"faye,krystal","zach","MGFSH65265","fish","2021-08-07 13:47:00","2021-08-07 13:52:00","perch/shiner",3,13,FALSE,"1: QCd by FM","AV","AV","sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"1323","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2021-08-07",4,"faye,krystal","zach","MGFSH65266","fish","2021-08-07 13:47:00","2021-08-07 13:52:00","perch/shiner",10,14,FALSE,"1: QCd by FM","AV","AV","sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"1324","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2021-08-07",4,"faye,krystal","zach","MGFSH65264","fish","2021-08-07 13:47:00","2021-08-07 13:52:00","perch/shiner",66,12,FALSE,"1: QCd by FM","AV","AV","sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"1325","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2021-08-07",4,"faye,krystal","zach","MGFSH65269","fish","2021-08-07 13:47:00","2021-08-07 13:52:00","rockfish/black-yellowtail_complex",1,6,FALSE,"1: QCd by FM","AV","SVD","sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"1326","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2021-08-07",4,"faye,krystal","zach","MGFSH65270","fish","2021-08-07 13:47:00","2021-08-07 13:52:00","rockfish/black-yellowtail_complex",1,7,FALSE,"1: QCd by FM","AV","SVD","sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"1327","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2021-08-07",4,"faye,krystal","zach","MGFSH65272","fish","2021-08-07 13:47:00","2021-08-07 13:52:00","rockfish/copper",1,15,FALSE,"1: QCd by FM","AV",NA,"sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"1328","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2021-08-07",4,"faye,krystal","zach","MGFSH65268","fish","2021-08-07 13:47:00","2021-08-07 13:52:00","rockfish/cqb",1,4,FALSE,"1: QCd by FM","AV","AV","sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"1329","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2021-08-07",4,"faye,krystal","zach","MGFSH65267","fish","2021-08-07 13:47:00","2021-08-07 13:52:00","rockfish/cqb",23,5,FALSE,"1: QCd by FM","AV","AV","sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"1330","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2021-08-07",4,"faye,krystal","zach","MGFSH65271","fish","2021-08-07 13:47:00","2021-08-07 13:52:00","sculpin/red_irish_lord",1,17,FALSE,"1: QCd by FM","AV",NA,"sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"1331","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2021-08-07",5,"faye,krystal","derek","MGFSH60066","fish","2021-08-07 13:11:00","2021-08-07 13:15:00","perch/shiner",2,10,FALSE,"1: QCd by FM","AV","AV","sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"1332","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2021-08-07",5,"faye,krystal","derek","MGFSH60065","fish","2021-08-07 13:11:00","2021-08-07 13:15:00","perch/shiner",31,9,FALSE,"1: QCd by FM","AV","AV","sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"1333","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2021-08-07",5,"faye,krystal","derek","MGFSH60067","fish","2021-08-07 13:11:00","2021-08-07 13:15:00","rockfish/cqb",14,3,FALSE,"1: QCd by FM","AV",NA,"sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"1334","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2021-08-07",5,"faye,krystal","derek","MGFSH60068","fish","2021-08-07 13:11:00","2021-08-07 13:15:00","tubesnout",3,15,FALSE,"1: QCd by FM","AV",NA,"sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"1335","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2021-08-07",5,"faye,krystal","zach","MGFSH65279","fish","2021-08-07 13:16:00","2021-08-07 13:20:00","perch/shiner",3,13,FALSE,"1: QCd by FM","AV","AV","sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"1336","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2021-08-07",5,"faye,krystal","zach","MGFSH65277","fish","2021-08-07 13:16:00","2021-08-07 13:20:00","perch/shiner",150,11,FALSE,"1: QCd by FM","AV","AV","sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"1337","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2021-08-07",5,"faye,krystal","zach","MGFSH65278","fish","2021-08-07 13:16:00","2021-08-07 13:20:00","perch/shiner",50,12,FALSE,"1: QCd by FM","AV","AV","sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"1338","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2021-08-07",5,"faye,krystal","zach","MGFSH65281","fish","2021-08-07 13:16:00","2021-08-07 13:20:00","rockfish/copper",1,21,FALSE,"1: QCd by FM","AV",NA,"sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"1339","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2021-08-07",5,"faye,krystal","zach","MGFSH65280","fish","2021-08-07 13:16:00","2021-08-07 13:20:00","rockfish/cqb",4,5,FALSE,"1: QCd by FM","AV",NA,"sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"1340","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR6","2021-08-07",6,"faye,krystal","derek","MGFSH60071","fish","2021-08-07 09:06:00","2021-08-07 09:09:00","perch/shiner",10,10,TRUE,"1: QCd by FM","AV","AV","sand",51.67482341,"-128.1194543",51.6749078,"-128.1192199"
"1341","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR6","2021-08-07",6,"faye,krystal","derek","MGFSH60069","fish","2021-08-07 09:06:00","2021-08-07 09:09:00","perch/shiner",20,8,TRUE,"1: QCd by FM","AV","AV","sand",51.67482341,"-128.1194543",51.6749078,"-128.1192199"
"1342","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR6","2021-08-07",6,"faye,krystal","derek","MGFSH60070","fish","2021-08-07 09:06:00","2021-08-07 09:09:00","perch/shiner",30,9,TRUE,"1: QCd by FM","AV","AV","sand",51.67482341,"-128.1194543",51.6749078,"-128.1192199"
"1343","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR6","2021-08-07",6,"faye,krystal","zach","MGFSH65287","fish","2021-08-07 09:09:00","2021-08-07 09:13:00","perch/shiner",10,10,TRUE,"1: QCd by FM","AV","AV","sand",51.67482341,"-128.1194543",51.6749078,"-128.1192199"
"1344","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR6","2021-08-07",6,"faye,krystal","zach","MGFSH65286","fish","2021-08-07 09:09:00","2021-08-07 09:13:00","perch/shiner",80,11,TRUE,"1: QCd by FM","AV","AV","sand",51.67482341,"-128.1194543",51.6749078,"-128.1192199"
"1345","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR6","2021-08-07",6,"faye,krystal","zach","MGFSH65285","fish","2021-08-07 09:09:00","2021-08-07 09:13:00","rockfish/black-yellowtail_complex",1,6,FALSE,"1: QCd by FM","AV",NA,"sand",51.67482341,"-128.1194543",51.6749078,"-128.1192199"
"1346","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE1","2021-08-11",1,"carolyn,faye,krystal","zach","MGFSH45511","fish","2021-08-11 13:51:00","2021-08-11 13:55:00","perch/shiner",1,6,FALSE,"1: QCd by FM","AV","SVD","sand",51.924161,"-128.461887",51.923997,"-128.4619505"
"1347","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE1","2021-08-11",1,"carolyn,faye,krystal","zach","MGFSH45510","fish","2021-08-11 13:51:00","2021-08-11 13:55:00","perch/shiner",1,10,FALSE,"1: QCd by FM","AV","SVD","sand",51.924161,"-128.461887",51.923997,"-128.4619505"
"1348","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE1","2021-08-11",1,"carolyn,faye,krystal","zach","MGFSH45508","fish","2021-08-11 13:51:00","2021-08-11 13:55:00","rockfish/black-yellowtail_complex",3,6,FALSE,"1: QCd by FM","AV",NA,"sand",51.924161,"-128.461887",51.923997,"-128.4619505"
"1349","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE1","2021-08-11",1,"carolyn,faye,krystal","zach","MGFSH45509","fish","2021-08-11 13:51:00","2021-08-11 13:55:00","rockfish/cqb",1,4,FALSE,"1: QCd by FM","AV",NA,"sand",51.924161,"-128.461887",51.923997,"-128.4619505"
"1350","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE1","2021-08-11",1,"carolyn,faye,krystal","zach","MGFSH45512","fish","2021-08-11 13:51:00","2021-08-11 13:55:00","sculpin/staghorn",1,11,FALSE,"1: QCd by FM","AV",NA,"sand",51.924161,"-128.461887",51.923997,"-128.4619505"
"1351","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE1","2021-08-11",1,"carolyn,faye,krystal","derek","MGFSH45506","fish","2021-08-11 13:58:00","2021-08-11 14:01:00","perch/shiner",6,3,FALSE,"1: QCd by FM","SVC","SVD","sand",51.924161,"-128.461887",51.923997,"-128.4619505"
"1352","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE1","2021-08-11",1,"carolyn,faye,krystal","derek","MGFSH45507","fish","2021-08-11 13:58:00","2021-08-11 14:01:00","perch/shiner",6,8,FALSE,"1: QCd by FM","AV","SVD","sand",51.924161,"-128.461887",51.923997,"-128.4619505"
"1353","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2","2021-08-11",2,"carolyn,faye,krystal","zach","MGFSH45517","fish","2021-08-11 11:12:00","2021-08-11 11:17:00","perch/shiner",2,11,FALSE,"1: QCd by FM","AV","AV","sand",51.922729,"-128.462805",51.9225762,"-128.4629252"
"1354","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2","2021-08-11",2,"carolyn,faye,krystal","zach","MGFSH45516","fish","2021-08-11 11:12:00","2021-08-11 11:17:00","perch/shiner",15,6,FALSE,"1: QCd by FM","AV","AV","sand",51.922729,"-128.462805",51.9225762,"-128.4629252"
"1355","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2","2021-08-11",2,"carolyn,faye,krystal","zach","MGFSH45518","fish","2021-08-11 11:12:00","2021-08-11 11:17:00","perch/shiner",100,10,FALSE,"1: QCd by FM","AV","AV","sand",51.922729,"-128.462805",51.9225762,"-128.4629252"
"1356","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2","2021-08-11",2,"carolyn,faye,krystal","zach","MGFSH45520","fish","2021-08-11 11:12:00","2021-08-11 11:17:00","rockfish/black-yellowtail_complex",1,6,FALSE,"1: QCd by FM","AV",NA,"sand",51.922729,"-128.462805",51.9225762,"-128.4629252"
"1357","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2","2021-08-11",2,"carolyn,faye,krystal","zach","MGFSH45519","fish","2021-08-11 11:12:00","2021-08-11 11:17:00","rockfish/cqb",6,5,FALSE,"1: QCd by FM","AV",NA,"sand",51.922729,"-128.462805",51.9225762,"-128.4629252"
"1358","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2","2021-08-11",2,"carolyn,faye,krystal","derek","MGFSH45515","fish","2021-08-11 11:19:00","2021-08-11 11:23:00","perch/shiner",15,3,FALSE,"1: QCd by FM","SVC",NA,"sand",51.922729,"-128.462805",51.9225762,"-128.4629252"
"1359","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2","2021-08-11",2,"carolyn,faye,krystal","derek","MGFSH45514","fish","2021-08-11 11:19:00","2021-08-11 11:23:00","rockfish/black-yellowtail_complex",3,4,FALSE,"1: QCd by FM","AV",NA,"sand",51.922729,"-128.462805",51.9225762,"-128.4629252"
"1360","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2","2021-08-11",2,"carolyn,faye,krystal","derek","MGFSH45513","fish","2021-08-11 11:19:00","2021-08-11 11:23:00","rockfish/cqb",4,3,FALSE,"1: QCd by FM","AV",NA,"sand",51.922729,"-128.462805",51.9225762,"-128.4629252"
"1361","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE3","2021-08-11",3,"carolyn,faye,krystal","zach","MGFSH45527","fish","2021-08-11 10:19:00","2021-08-11 10:22:00","no_obs",NA,NA,NA,"1: QCd by FM
2: No fish observed",NA,NA,"sand",51.922405,"-128.466254",51.9224712,"-128.4665005"
"1362","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE3","2021-08-11",3,"carolyn,faye,krystal","derek","MGFSH45523","fish","2021-08-11 10:26:00","2021-08-11 10:37:00","skate/big",1,30,FALSE,"1: QCd by FM","AV",NA,"sand",51.922405,"-128.466254",51.9224712,"-128.4665005"
"1363","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE3","2021-08-11",3,"carolyn,faye,krystal","derek","MGFSH45526","fish","2021-08-11 10:26:00","2021-08-11 10:37:00","flounder/pacific_sanddab",1,5,FALSE,"1: QCd by FM","AV","AV","sand",51.922405,"-128.466254",51.9224712,"-128.4665005"
"1364","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE3","2021-08-11",3,"carolyn,faye,krystal","derek","MGFSH45525","fish","2021-08-11 10:26:00","2021-08-11 10:37:00","flounder/pacific_sanddab",1,8,FALSE,"1: QCd by FM","AV","AV","sand",51.922405,"-128.466254",51.9224712,"-128.4665005"
"1365","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE3","2021-08-11",3,"carolyn,faye,krystal","derek","MGFSH45524","fish","2021-08-11 10:26:00","2021-08-11 10:37:00","flounder/pacific_sanddab",2,6,FALSE,"1: QCd by FM","AV","AV","sand",51.922405,"-128.466254",51.9224712,"-128.4665005"
"1366","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE3","2021-08-11",3,"carolyn,faye,krystal","derek","MGFSH45522","fish","2021-08-11 10:26:00","2021-08-11 10:37:00","rockfish/cqb",3,3,FALSE,"1: QCd by FM","AV","AV","sand",51.922405,"-128.466254",51.9224712,"-128.4665005"
"1367","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE3","2021-08-11",3,"carolyn,faye,krystal","derek","MGFSH45521","fish","2021-08-11 10:26:00","2021-08-11 10:37:00","rockfish/cqb",9,4,FALSE,"1: QCd by FM","AV","AV","sand",51.922405,"-128.466254",51.9224712,"-128.4665005"
"1368","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_INTERIOR4","2021-08-11",4,"carolyn,faye,krystal","zach","MGFSH45538","fish","2021-08-11 12:51:00","2021-08-11 12:57:00","herring/pacific",300,5,FALSE,"1: QCd by FM","AV",NA,"sand",51.923949,"-128.46747",51.9238715,"-128.4672291"
"1369","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_INTERIOR4","2021-08-11",4,"carolyn,faye,krystal","zach","MGFSH45533","fish","2021-08-11 12:51:00","2021-08-11 12:57:00","perch/shiner",4,10,FALSE,"1: QCd by FM","AV","AV","sand",51.923949,"-128.46747",51.9238715,"-128.4672291"
"1370","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_INTERIOR4","2021-08-11",4,"carolyn,faye,krystal","zach","MGFSH45535","fish","2021-08-11 12:51:00","2021-08-11 12:57:00","perch/shiner",9,6,FALSE,"1: QCd by FM","AV","AV","sand",51.923949,"-128.46747",51.9238715,"-128.4672291"
"1371","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_INTERIOR4","2021-08-11",4,"carolyn,faye,krystal","zach","MGFSH45534","fish","2021-08-11 12:51:00","2021-08-11 12:57:00","perch/shiner",59,5,FALSE,"1: QCd by FM","AV","AV","sand",51.923949,"-128.46747",51.9238715,"-128.4672291"
"1372","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_INTERIOR4","2021-08-11",4,"carolyn,faye,krystal","zach","MGFSH45536","fish","2021-08-11 12:51:00","2021-08-11 12:57:00","rockfish/cqb",4,4,FALSE,"1: QCd by FM","AV","AV","sand",51.923949,"-128.46747",51.9238715,"-128.4672291"
"1373","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_INTERIOR4","2021-08-11",4,"carolyn,faye,krystal","zach","MGFSH45537","fish","2021-08-11 12:51:00","2021-08-11 12:57:00","rockfish/cqb",10,5,FALSE,"1: QCd by FM","AV","AV","sand",51.923949,"-128.46747",51.9238715,"-128.4672291"
"1374","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_INTERIOR4","2021-08-11",4,"carolyn,faye,krystal","derek","MGFSH45532","fish","2021-08-11 13:00:00","2021-08-11 13:05:00","greenling/lingcod",1,10,FALSE,"1: QCd by FM","AV",NA,"sand",51.923949,"-128.46747",51.9238715,"-128.4672291"
"1375","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_INTERIOR4","2021-08-11",4,"carolyn,faye,krystal","derek","MGFSH45529","fish","2021-08-11 13:00:00","2021-08-11 13:05:00","perch/shiner",1,10,FALSE,"1: QCd by FM","AV","AV","sand",51.923949,"-128.46747",51.9238715,"-128.4672291"
"1376","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_INTERIOR4","2021-08-11",4,"carolyn,faye,krystal","derek","MGFSH45528","fish","2021-08-11 13:00:00","2021-08-11 13:05:00","perch/shiner",24,4,FALSE,"1: QCd by FM","AV","AV","sand",51.923949,"-128.46747",51.9238715,"-128.4672291"
"1377","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_INTERIOR4","2021-08-11",4,"carolyn,faye,krystal","derek","MGFSH45530","fish","2021-08-11 13:00:00","2021-08-11 13:05:00","rockfish/black-yellowtail_complex",2,4,FALSE,"1: QCd by FM","AV",NA,"sand",51.923949,"-128.46747",51.9238715,"-128.4672291"
"1378","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_INTERIOR4","2021-08-11",4,"carolyn,faye,krystal","derek","MGFSH45531","fish","2021-08-11 13:00:00","2021-08-11 13:05:00","rockfish/cqb",3,2,FALSE,"1: QCd by FM","AV",NA,"sand",51.923949,"-128.46747",51.9238715,"-128.4672291"
"1379","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_INTERIOR5","2021-08-11",5,"carolyn,faye,krystal","zach","MGFSH45542","fish","2021-08-11 10:47:00","2021-08-11 10:51:00","rockfish/cqb",2,4,FALSE,"1: QCd by FM","AV",NA,"sand",51.922786,"-128.464532",51.9229506,"-128.4645492"
"1380","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_INTERIOR5","2021-08-11",5,"carolyn,faye,krystal","derek","MGFSH45539","fish","2021-08-11 10:54:00","2021-08-11 10:57:00","perch/shiner",15,3,FALSE,"1: QCd by FM","SVC",NA,"sand",51.922786,"-128.464532",51.9229506,"-128.4645492"
"1381","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_INTERIOR5","2021-08-11",5,"carolyn,faye,krystal","derek","MGFSH45540","fish","2021-08-11 10:54:00","2021-08-11 10:57:00","rockfish/cqb",1,2,FALSE,"1: QCd by FM","AV",NA,"sand",51.922786,"-128.464532",51.9229506,"-128.4645492"
"1382","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_INTERIOR5","2021-08-11",5,"carolyn,faye,krystal","derek","MGFSH45541","fish","2021-08-11 10:54:00","2021-08-11 10:57:00","sole/english",1,7,FALSE,"1: QCd by FM","AV",NA,"sand",51.922786,"-128.464532",51.9229506,"-128.4645492"
"1383","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_INTERIOR6","2021-08-11",6,"carolyn,faye,krystal","zach","MGFSH45551","fish","2021-08-11 13:23:00","2021-08-11 13:28:00","rockfish/cqb",1,3,FALSE,"1: QCd by FM","AV","AV","sand",51.923982,"-128.464071",51.9241301,"-128.4639467"
